name,opening_hours,amenity,tourism,shop,healthcare,leisure,sport,craft,building,geometry
SAQ,Sa 10:00-22:00; Su-Fr 11:00-22:00,,,alcohol,,,,,,POINT (-73.5871355 45.5194768)
,April-November,bicycle_parking,,,,,,,,POINT (-73.5746102 45.4833584)
TD Canada Trust,Mo-Tu 08:00-18:00; We-Fr 08:00-20:00; Sa 08:00-16:00,bank,,,,,,,,POINT (-73.8510469 45.4897954)
TD Canada Trust,Mo-We 08:00-18:00;Th-Fr 08:00-20:00;Sa 08:00-16:00,bank,,,,,,,,POINT (-73.82146470000001 45.5076952)
Noël Éternel,"May-Dec Mo-We 09:00-18:00, Th-Su 09:00-20:00; Jan-Apr We-Su 10:00-17:00",,,gift,,,,,,POINT (-73.556203 45.5049034)
,Mo-Su 08:00,toilets,,,,,,,,POINT (-73.55087829999999 45.5070684)
Maxi,08:00-22:00,,,supermarket,,,,,,POINT (-73.7416942 45.444187)
Saint Henri Micro-Torrefaction,"Mo-Fr 07:30-20:00; Sa,Su 08:30-20:00",cafe,,,,,,,,POINT (-73.5811096 45.479372)
Café Vito,Mo-Su 07:00-23:00,cafe,,,,,,,,POINT (-73.62451590000001 45.5384048)
Myriade Espresso Bar,09:00-18:00,cafe,,,,,,,,POINT (-73.58446000000001 45.5248915)
TD Canada Trust,Mo-We 08:00-18:00; Th-Fr 08:00-20:00; Sa 08:00-16:00; Su 11:00-16:00,bank,,,,,,,,POINT (-73.6060921 45.5228021)
Brit & Chips,Su-We 11:00-23:00;Th-Sa 11:00-00:00,fast_food,,,,,,,,POINT (-73.5580779 45.5006683)
Le port de tête,"Mo-Sa 10:00-22:00, Su 10:00-20:00",,,books,,,,,,POINT (-73.5839352 45.5225459)
Marché Oriental,Sa-We 9:30-19:00; Th-Fr 9:30-21:00,,,supermarket,,,,,,POINT (-73.6139343 45.5382051)
La Lumière du Mile-End,Th-Tu 11:00-20:00,cafe,,,,,,,,POINT (-73.6045704 45.5245769)
Shakti Rock Gym,Mo-Fr 10:00-22:00; Sa 10:30-18:00; Su 13:00-18:00,,,,,sports_centre,climbing,,warehouse,POINT (-73.5976905 45.5275845)
India's oven,Tu-Th 11:00-22:30; Fr-Sa 11:00-23:00; Su 11:00-22:30,restaurant,,,,,,,,POINT (-73.6229144 45.5287971)
Sami Fruits,"Mo-Su 09:00-19:30; Tu off; Th,Fr 09:00-21:00",,,supermarket,,,,,,POINT (-73.6470539 45.4320917)
Au Kouign-Amann,"Mo-Fr 07:00-19:00,Sa-Su 07:00-18:00",,,bakery,,,,,,POINT (-73.5834622 45.5231077)
Le port de tête,Mo-Sa 10:00-22:00; Su 10:00-20:00,,,books,,,,,,POINT (-73.5842279 45.5226642)
Aux Vivres,Mo-Fr 11:00-23:00; Sa-Su 10:00-23:00,restaurant,,,,,,,,POINT (-73.58839 45.521233)
Le dépanneur Café,Mo-Su 07:00-18:00,cafe,,,,,,,,POINT (-73.6044962 45.5246175)
Les Coureurs de Jupons,"Mo-We 10:00-18:00, Th,Fr 10:00-21:00, Sa 10:00-17:00, Su 11:00-17:00",,,clothes,,,,,,POINT (-73.5764428 45.5455196)
Depanneur Centre,Mo-Fr 09:00-23:00; Sa 10:00-23:00; Su 11:00-23:00,,,convenience,,,,,,POINT (-73.5643104 45.4814286)
Desjardins Caisse Atwater-Centre,"Mo,Tu,Fr 09:00-17:00; We,Th 09:00-20:00",bank,,,,,,,,POINT (-73.5645353 45.4812096)
De farine et d'eau fraîche,Mo-Fr 07:30-17:00; Sa 09:00-17:00; Su 11:00-17:00,cafe,,,,,,,,POINT (-73.5604881 45.5191309)
Shell,24/7,fuel,,,,,,,,POINT (-73.64224059999999 45.4901252)
Boustan Sud-Ouest,Su-Th 11:00-00:00; Fr-Sa 11:00-02:00,fast_food,,,,,,,,POINT (-73.5807361 45.4796137)
Bétonel,"Mo-We 07:00-18:00, Th,Fr 07:00-21:00, Sa 08:00-17:00, Su 10:00-16:00",,,paint,,,,,,POINT (-73.5767505 45.4817543)
EVOO,"We-Fr 11:30-14:00,18:00-22:30; Sa 10:00-14:00,18:00-22:30; Su 10:00-15:00",restaurant,,,,,,,,POINT (-73.57914340000001 45.4804202)
Kam Wing,"Mo-Fr 11:00-14:30,17:00-22:00; Sa,Su 17:00-22:00",restaurant,,,,,,,,POINT (-73.5788579 45.4805882)
Foiegwa,"Mo-Th 17:00-02:00; Fr-Su 10:00-15:00,17:00-02:00",restaurant,,,,,,,,POINT (-73.5781973 45.4812293)
Marché Bleuet,"Mo,Tu 11:00-19:00; We-Fr 10:00-20:00; Sa 10:00-18:00; Su 11:00-17:00",,,supermarket,,,,,,POINT (-73.5774881 45.481654)
L'entre-pot,Mo-Su 08:00-18:00+,restaurant,,,,,,,,POINT (-73.5825103 45.538921)
Little Burgundy,"Mo-We 10:00-18:00, Th,Fr 10:00-21:00, Sa 10:00-17:00, Su 11:00-17:00",,,clothes,,,,,,POINT (-73.5859541 45.520776)
Mamie Clafoutis,Mo-Sa 06:30-20:00; Su 07:00-20:00,cafe,,bakery,,,,,,POINT (-73.61417710000001 45.5215822)
Coop Touski,Mo-Sa 09:00-21:00; Su 09:00-16:00,cafe,,,,,,,,POINT (-73.55459329999999 45.5311206)
Jeunesses Musicales Canada,"Mo-Fr 09:00-12:00,13:00-17:00",theatre,,,,,,,,POINT (-73.58390110000001 45.5231101)
Comité logement de la Petite-Patrie,Mo-Th 9:30-16:30,social_facility,,,,,,,,POINT (-73.6117704 45.5361349)
Benelux,Mo-Su 14:00+;Th-Fr 11:00+,pub,,,,,,,,POINT (-73.56675869999999 45.4634535)
Clinique médicale 3600,Mo-Fr 08:00-15:30,hospital,,,hospital,,,,,POINT (-73.5445807 45.5451318)
Dragon's Beard Candy,Mo-Su 12:00-19:00,,,confectionery,,,,,,POINT (-73.5602889 45.5075256)
Swatow Plaza,Mo-We 10:00-19:00; Th-Sa 10:00-21:00; Su 10:00-19:00,,,mall,,,,,,POINT (-73.55967080000001 45.5074773)
Swatow Plaza underground parking,Mo-Su 08:30-22:30,parking,,,,,,,,POINT (-73.5595122 45.5074211)
Restaurant Keung Kee,"Mo-Th, Su 11:30-01:00; Th, Fr 11:30-02:00",restaurant,,,,,,,,POINT (-73.56055859999999 45.507189)
Magasin des herbes de l'Asie Quoc Te,Mo-Su 10:00-17:20,,,herbalist,,,,,,POINT (-73.5600098 45.5079492)
Restaurant The Cantonese,Mo-Su 11:30-04:00,restaurant,,,,,,,,POINT (-73.56067659999999 45.5070236)
Service de Voyages Asie Express,Mo-Fr 10:00-18:00; Sa 12:00-17:00,,,travel_agency,,,,,,POINT (-73.5591783 45.5072641)
101 Ginza Queen,Mo-We 11:30-19:30; Th-Sa 11:30-20:30; Su 11:13-19:30,,,clothes,,,,,,POINT (-73.5599474 45.5076065)
Vacance de Festival Universel,Mo-Fr 09:30-18:00; Sa 11:00-16:00,,,travel_agency,,,,,,POINT (-73.5600527 45.5076784)
Herbes de Chine Van Show,Tu-Fr 10:00-18:00; Sa 10:00-17:00,,,herbalist,,,,,,POINT (-73.5601848 45.5077099)
La Maison VIP,Mo-Su 11:30-04:00,restaurant,,,,,,,,POINT (-73.5607014 45.5079536)
Commerce A Plus Inc,Mo-Su 11:00-19:30,,,anime,,,,,,POINT (-73.56083150000001 45.5080278)
Marché GEMM,"Mo-Fr 09:00-23:00, Sa,Su 10:00-23:00",,,convenience,,,,,,POINT (-73.57051540000001 45.4700517)
soy,"Mo-We 11:30-22:00; Th, Fr 11:30-23:00; Sa 17:00-23:00; Su 17:00-22:00",restaurant,,,,,,,,POINT (-73.59571699999999 45.5243372)
Pizzaiolle,Mo-Su 11:30-22:00,restaurant,,,,,,,,POINT (-73.5542299 45.4990341)
PJC Marie-Claude Demers,"Mo-Fr 09:00-22:00, Sa,Su 09:00-21:00",pharmacy,,,pharmacy,,,,,POINT (-73.57556700000001 45.5465204)
Alexandraplatz Bar,Mo-We 16:00-00:00; Th-Sa 16:00-01:00; Su 16:00-23:00,bar,,,,,,,,POINT (-73.6158922 45.5300109)
Coq-O-Bec,"Mo-Sa,Sa,Su 09:00-21:00; Fr 09:00-22:00",fast_food,,,,,,,,POINT (-73.6583782 45.5977647)
Super C,Mo-Su 08:00-23:00,,,supermarket,,,,,,POINT (-73.542856 45.5505418)
Chez La Mère,24/7,restaurant,,,,,,,,POINT (-73.56860039999999 45.5584588)
Station In Vivo,07:00-19:00,cafe,,,,,,,,POINT (-73.5511125 45.5558974)
Écomusée du Fier Monde,"We 11:00-20:00; Th,Fr 09:30-16:00; Sa,Su 10:30-17:00",,museum,,,,,,,POINT (-73.563621 45.520371)
Prêt sur gages Marina,"Mo-We 10:00-18:00, Th-Fr 10:00-21:00, Sa 09:30-17:00",,,pawnbroker,,,,,,POINT (-73.5625802 45.5210668)
Fruiterie du petit St-Jacques,"Mo-Fr 07:00-21:00; Sa,Su 08:00-21:00",,,greengrocer,,,,,,POINT (-73.56268470000001 45.5201398)
La pataterie Philippe,Mo-Fr 11:00-19:30; Sa 11:00-19:00,fast_food,,,,,,,,POINT (-73.562217 45.5199486)
Uchi,"Tu-Th 11:00-14:30,17:00-22:00; Fr 11:00-14:30,17:00-23:00; Sa 17:00-23:00; Su 17:00-22:00",restaurant,,,,,,,,POINT (-73.5613979 45.5195386)
Antiquités curiosités,Mo-Fr 11:00-18:00; Sa 11:00-17:00,,,antiques,,,,,,POINT (-73.56110409999999 45.519409)
Cité déco,Tu-Fr 11:00-18:00; Sa 11:00-17:00; Su 12:00-17:00,,,furniture,,,,,,POINT (-73.5609992 45.5193543)
Pho Viet,"Mo-Fr 11:30-15:00,17:00-22:00; Sa 17:00-22:00",restaurant,,,,,,,,POINT (-73.5599775 45.5188996)
Touchattou,Mo-Fr 09:00-19:00; Sa 09:00-15:00,veterinary,,,,,,,,POINT (-73.5599423 45.5188789)
Dermapiderme,Mo 12:00-18:00; Tu-Fr 10:00-18:00; Sa 10:00-16:00,clinic,,,,,,,,POINT (-73.5598507 45.5188356)
Jean-François Boyer,Mo-Fr 10:00-18:00; Sa 10:00-15:00,pharmacy,,,,,,,,POINT (-73.5595249 45.5186818)
Digitalya,Mo-Fr 11:00-19:00; Sa 12:00-18:00,,,computer,,,,,,POINT (-73.5589906 45.5184357)
Salon coiffure YO&CO,"Jan-Dec: Tu, We 10:00-18:00; Jan-Dec: Tu, We 10:00-20:00; Sa 10:00-17:00",,,hairdresser,,,,,,POINT (-73.5598533 45.5186113)
Nettoyeur Jacques Roy,"Jan-Dec: Mo-We 07:00-18:00; Th, Fr 07:00-19:00",,,dry_cleaning,,,,,,POINT (-73.5577911 45.5176907)
Globex 2000,Mo-Su 10:00-18:00,bureau_de_change,,,,,,,,POINT (-73.5679494 45.5053118)
Café de La Roche,Mo-Fr 07:00-19:00 Sa 09:00-17:30,cafe,,,,,,,,POINT (-73.6075713 45.5417293)
Œuf et Bœuf,Mo-Su 09:00-18:00,restaurant,,,,,,,,POINT (-73.5740291 45.549281)
Dépanneur Papineau,"Mo-Fr 09:00-23:00; Sa,Su 12:00-23:00",,,convenience,,,,,,POINT (-73.5783035 45.5344861)
Dépanneur Le Pick-Up,Mo-Fr 07:00-19:00; Sa 07:00-19:00; Su 10:00-18:00,restaurant,,convenience,,,,,,POINT (-73.6176248 45.5318441)
Atelier 77,"""by appointment""",,,music,,,,,,POINT (-73.620874 45.5370965)
Ô Plaisirs Gourmands,"Mo-Fr 07:30-19:00; Sa,Su 07:30-17:00",cafe,,bakery,,,,,,POINT (-73.5808564 45.4971849)
Bar Salon,Mo 10:15-18:00; Tu-Fr 10:15-22:00,cafe,,,,,,,,POINT (-73.562968 45.5138842)
Sauna OASIS,24/7,,,,,sauna,,,,POINT (-73.55426799999999 45.520305)
Domino's Pizza,Su-Th 11:00-01:00;Fr-Sa 11:00-02:00,fast_food,,,,,,,,POINT (-73.625157 45.4789718)
Canada Hotdog,"All Day, 7/24",atm,,,,,,,,POINT (-73.5760049 45.5462651)
Le Serpent,Mo-We 17:45-22:30; Th-Fr 17:45-23:00; Sa 17:00-23:00,restaurant,,,,,,,,POINT (-73.5569094 45.4975828)
Steve Salon,Tu-Fr 09:15-18:00; Sa 09:15-17:00,,,hairdresser,,,,,,POINT (-73.62999189999999 45.4766472)
Rémi Carrier Inc.,"Mo-Th 08:00-12:00,13:00-17:00; Fr 08:00-12:00,13:00-16:00",,,furniture,,,,,,POINT (-73.53524160000001 45.5602779)
Coolbrook,24/7,car_sharing,,,,,,,,POINT (-73.6291456 45.4825191)
Le Fixe,"We-Sa 9:00-16:00, Su 10:00-16:00",cafe,,,,,,,,POINT (-73.5989819 45.5344378)
Société des alcools du Québec,Mo-We 10:00-18:00; Th-Fr 9:30-21:00; Sa 9:30-18:00; Su 12:00-17:00,,,alcohol,,,,,,POINT (-73.6231512 45.4755274)
St-Viateur Bagel & Café,Mo-Fr 6:30-15:00; Sa-Su 6:30-16:00,,,bakery,,,,,,POINT (-73.6232491 45.4754126)
Bangkok Express,Mo-Su 11:30-22:00,restaurant,,,,,,,,POINT (-73.6233761 45.4753044)
Banque Royale,Mo-We 9:30-17:00; Th 9:30-20:00; Fr 9:30-17:00; Sa 9:30-16:00,bank,,,,,,,,POINT (-73.6241326 45.474472)
Zone Maison,Mo-We 10:00-18:00; Th-Fr 10:00-21:00; Sa-Su 10:00-17:00,,,houseware,,,,,,POINT (-73.62391239999999 45.4746827)
Cool & Simple,Su-Sa 10:00-19:00,,,convenience,,,,,,POINT (-73.6258409 45.4725596)
Banque Nationale,Mo-We 10:00-16:00; Th 10:00-19:00; Fr 10:00-16:00; Sa 10:00-15:00,bank,,,,,,,,POINT (-73.6259471 45.4724387)
Jean Coutu,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00,pharmacy,,,pharmacy,,,,,POINT (-73.62501760000001 45.4727396)
Artexte,We-Fr 12:00-19:00; Sa 12:00-17:00; Su-Tu off,arts_centre,,,,,,,,POINT (-73.56361990000001 45.5099363)
Uniforme expert,Mo-We 9:30-17:30; Th-Fr 9:30-20:30; Sa 10:00-17:00; Su 12:00-17:00,,,clothes,,,,,,POINT (-73.60476439999999 45.5368169)
Vox,Tu-Fr 12:00-19:00; Sa 11:00-17:00; Su-Mo off,arts_centre,,,,,,,,POINT (-73.5635415 45.5100026)
Formats,Tu 11:00-17:00; We-Fr 11:00-20:00; Sa 12:00-17:00; Su-Mo off,,,books,,,,,,POINT (-73.5634785 45.5100737)
Station W,"Mo-We 7:00 -21:00,Sa-Su 8:00-17:00",cafe,,,,,,,,POINT (-73.5665754 45.4654786)
Bar Salon MR250,Mo-Su 16:00-03:00,bar,,,,,,,,POINT (-73.5840853 45.5224944)
Le Scoop,"Mo,Tu 15:00-02:00, We-Fr 15:00-03:00, Sa 15:00-03:00, Su 18:00-03:00",restaurant,,,,,,,,POINT (-73.5845047 45.5220262)
Lulia,Mo-Th 11:00-18:00; Fr 11:00-15:00,restaurant,,,,,,,,POINT (-73.5829052 45.5382109)
Le Boucan,"Mo-We 11:30-22:00, Th,Fr 11:30-23:00, Sa,Su 12:00-23:00",restaurant,,,,,,,,POINT (-73.57485339999999 45.547806)
McDonald's,Mo-Su 00:00-24:00,fast_food,,,,,,,,POINT (-73.5774681 45.5433655)
Ėnergie Cardio,Mo-Fr 05:00-22:45; Sa 08:00-18:00; Su 08:00-17:00,,,,,fitness_centre,,,,POINT (-73.5669527 45.4653653)
Daniel Proulx Opticien d'ordonnance,Mo-We 09:30-17:30; Th 09:30-20:00; Fr 09:30-18:00,,,optician,,,,,,POINT (-73.56695000000001 45.4652298)
Chez Lien,"Mo-Fr 11:00-14:00,17:00-21:00; Sa,Su 17:00-21:00",restaurant,,,,,,,,POINT (-73.56695569999999 45.4650939)
SAQ,"Mo-We 10:00-18:00, Th,Fr 09:30-21:00, Sa 09:30-18:00, Su 12:00-17:30",,,alcohol,,,,,,POINT (-73.567336 45.4616192)
Subway,"Mo-Fr 07:00-22:00, Sa 08:00-22:00, Su 09:00-22:00",fast_food,,,,,,,,POINT (-73.56731499999999 45.461425)
Banque Scotia,Mo-Fr 09:00-17:00,bank,,,,,,,,POINT (-73.5754994 45.502544)
Tutti Frutti,"Mo-Sa 06:00-15:00, Su 07:00-15:00",restaurant,,,,,,,,POINT (-73.466886 45.460425)
Métro Plus de la Montagne,Mo-Su 08:00-24:00,,,supermarket,,,,,,POINT (-73.5644377 45.4931116)
Banque TD,Mo-Fr 11:00-20:00; Sa 10:00-18:00,bank,,,,,,,,POINT (-73.5645054 45.4935911)
Proxim,"Mo-Fr 07:30-22:00; Sa,Su 10:00-19:00",pharmacy,,,pharmacy,,,,,POINT (-73.5646301 45.4934332)
Les 4 saisons,"Tu-Fr 10:00-18:00, Sa 10:00-17:00",,,florist,,,,,,POINT (-73.5673761 45.4559565)
Villa Wellington,"Tu-Fr 11:00-22:00; Sa, Su 12:00-22:00",restaurant,,,,,,,,POINT (-73.5676395 45.457746)
M.H. Grover & fils,"Mo-We 09:00-18:00; Th, Fr 09:00-21:00; Sa 09:00-17:00",,,clothes,,,,,,POINT (-73.5676899 45.4574118)
Restaurant Phobac,"Tu-Su 11:00-15:00, 17:00-22:00",restaurant,,,,,,,,POINT (-73.5676648 45.4576742)
Pattes et Griffes,"Mo-Tu 09:30-19:00, Th-Fr 09:30-21:00, Sa-Su 09:30-17:00",,,pet,,,,,,POINT (-73.5672582 45.4577405)
Luc Doyel lunetterie,"Mo, Tu, Fr 09:30-17:30; We, Th 09:30-20:00; Sa 09:30-16:00",,,,,,,optician,,POINT (-73.5676536 45.4579708)
Fromagerie Copette et Cie,"Mo-Fr 07:30-18:30; Sa, Su 08:00-17:00",,,bakery,,,,,,POINT (-73.56721589999999 45.4579901)
Le cha noir,Mo-Fr 11:00-21:30; Sa-Su 10:00-21:30,cafe,,,,,,,,POINT (-73.56760010000001 45.4582354)
Blackstrap BBQ,"Mo-We, Su 11:00-21:00; Th-Sa 11:00-22:00",restaurant,,,,,,,,POINT (-73.5671091 45.4595208)
Bijouterie Dubé,"Mo-We 09:30-17:30, Th,Fr 09:30-20:30, Sa 09:30-16:30",,,jewelry,,,,,,POINT (-73.5675024 45.4593821)
Hills Coiffure Spa,"Tu 10:00-18:00, We 10:00-20:00, Th,Fr 10:00-21:00, Sa 08:00-17:00",,,hairdresser,,,,,,POINT (-73.5675066 45.4595562)
Literie Dépôt,"Mo-We 10:00-18:00, Th,Fr 10:00-21:00, Sa,Su 10:00-17:00",,,bed,,,,,,POINT (-73.56747540000001 45.4598003)
Ordinateur Kingpad,"Mo-Fr 10:30-17:30, Sa,Su 11:00-17:00",,,computer,,,,,,POINT (-73.56743539999999 45.4603998)
Boutique l'Amour,"Mo-We 10:00-18:00, Th,Fr 10:00-21:00, Sa 10:00-17:00, Su 12:00-17:00",,,clothes,,,,,,POINT (-73.5673845 45.4606481)
La Tienda,"Tu,We 10:00-18:00, Th,Fr 10:00-20:00, Sa 10:00-17:00, Su 11:00-17:00",,,sports,,,,,,POINT (-73.5673874 45.4605909)
Fripe-Prix,"Mo-We 09:00-20:00, Th,Fr 09:00-21:00, Sa 09:00-17:00, Su 10:00-17:00",,,clothes,,,,,,POINT (-73.5673492 45.4611938)
CLSC de l'Est-de-Montréal,"Mo-Fr 08:00-20:00; Sa,Su 08:00-12:00,13:00-16:00",clinic,,,,,,,,POINT (-73.4934196 45.6664093)
Café J♥M,Mo-Su 06:00-20:00,cafe,,,,,,,,POINT (-73.54119439999999 45.5500449)
McDonald's,24/7,fast_food,,,,,,,,POINT (-73.580898 45.5950149)
Chico,"Mo,Tu 10:00-18:00; We-Fr 10:00-21:00; Sa 10:00-17:00; Su 11:00-17:00",,,pet,,,,,,POINT (-73.5670616 45.4644556)
Hervieux bijouterie,"Mo-We 10:00-18:00; Th,Fr 10:00-21:00; Sa 10:00-17:00; Su 11:00-17:00",,,jewelry,,,,,,POINT (-73.56705479999999 45.4642408)
Futurs Enfants,"Mo-We 10:00-17:30; Th,Fr 10:00-21:00; Sa 10:00-17:00; Su 11:00-17:00",,,clothes,,,,,,POINT (-73.56707489999999 45.4640577)
Chaussures Dupuis,"Mo-We 09:30-18:00; Th, Fr 09:30-21:00; Sa 09:30-17:00; Su 11:00-17:00",,,shoes,,,,,,POINT (-73.5670636 45.46418)
Reitmans,"Mo-We 09:30-18:00; Th,Fr 09:30-21:00; Sa 09:00-17:00; Su 11:00-17:00",,,clothes,,,,,,POINT (-73.5671183 45.4634936)
La Vie en Rose,"Mo-We 10:00-18:00; Th,Fr 10:00-21:00; Sa,Su 10:00-17:00",,,clothes,,,,,,POINT (-73.5671396 45.4636907)
Familiprix,"Mo-Fr 09:00-19:00, Sa 09:00-17:00",pharmacy,,,pharmacy,,,,,POINT (-73.5668816 45.4621328)
Barakat,"Mo 10:00-19:00; Tu,We 10:00-18:00; Th,Fr 10:00-20:00; Sa 11:00-17:00",,,optician,,,,,,POINT (-73.5668946 45.4622956)
Lunettes dépôt,Tu 11:00-17:00; We 10:00-17:00; Th 11:00-20:00; Fr 11:00-18:00; Sa 11:00-16:00,,,optician,,,,,,POINT (-73.5668379 45.4626201)
Polyclinique de l'oreille,"Mo-Th 09:00-12:00,13:30-17:00; Fr 09:00-12:00,13:30-16:00",audiologist,,,,,,,,POINT (-73.5669619 45.4616129)
Ardene,"Mo-We 10:00-18:00; Th,Fr 10:00-21:00; Sa 09:00-17:00; Su 10:00-17:00",,,clothes,,,,,,POINT (-73.5668316 45.4626836)
Rouge Marine,"Th,Fr 10:00-21:00, Sa 10:00-17:00, Mo-We 10:00-18:00",,,clothes,,,,,,POINT (-73.5672996 45.4614902)
La Grocerie,Mo-Su 09:00-19:00,restaurant,,,,,,,,POINT (-73.584324 45.532692)
HELM Brasseur Gourmand,Mo-Su 15:00-03:00,restaurant,,,,,,,,POINT (-73.605372 45.524018)
Pho Mont-Royal,"Mo,We,Su 11:00-22:00;Tu 16:00-22:00;Th-Sa 11:00-23:00",restaurant,,,,,,,,POINT (-73.5782887 45.5292036)
Chez Cora,Mo-Fr 06:00-15:00; Sa 06:00-15:00; Su 07:00-16:00,restaurant,,,,,,,,POINT (-73.5764145 45.5306649)
L'Oeufrier,"Mo-Fr 06:00-15:00;Sa,Su 07:00-16:00",restaurant,,,,,,,,POINT (-73.57292750000001 45.534886)
Sandhu,Su-We 11:00-22:45; Th-Sa 11:00-23:45,restaurant,,,,,,,,POINT (-73.5757016 45.5332271)
Marie Beauté,Mo-We 10:00-19:00;Th-Fr 09:00-19:00;Sa 09:00-17:00,restaurant,,hairdresser,,,,,,POINT (-73.57969079999999 45.527699)
Copper Branch,"Mo-We 07:00-22:00, Th,Fr 07:00-23:00, Sa 08:00-23:00, Su 08:00-22:00",restaurant,,,,,,,,POINT (-73.57807870000001 45.5294558)
Cacao 70,Mo-Th 10:30-22:30;Fr 10:30-23:30;Sa 10:00-23:30;Su 10:00-22:30,restaurant,,,,,,,,POINT (-73.5804637 45.5268964)
Gourmet Frutti,Mo-Su 08:00-21:00,,,greengrocer,,,,,,POINT (-73.5573679 45.5196185)
Chez Cora,06:00-15:00; Su 07:00-15:00,restaurant,,,,,,,,POINT (-73.8204266 45.4619082)
McDonald's,24/7,fast_food,,,,,,,,POINT (-73.68420209999999 45.5134166)
Chez Bert,Mo-Fr 09:00-23:00; Sa 10:00-11:00; Su 10:30-23:00,,,convenience,,,,,,POINT (-73.5610945 45.4779856)
Second Cup,"Mo-Fr 06:30-23:00, Sa-Su 07:00-23:00,",cafe,,,,,,,,POINT (-73.6408899 45.4561072)
Eggspectation,"Mo-Fr 06:30-16:00; Sa,Su 07:00-17:00",restaurant,,,,,,,,POINT (-73.62026090000001 45.4956301)
Second Cup,24/7,cafe,,,,,,,,POINT (-73.620993 45.495611)
Il Panino Café,24/7,cafe,,,,,,,,POINT (-73.6179365 45.496655)
CSweet,"Mo-We 10:00-20:00; Th, Fr 10:00-22:00; Sa, Su 08:30-22:00",,,pastry,,,,,,POINT (-73.5675662 45.4587126)
Arts Café,"Mo-Fr 09:00-19:00; Sa, Su 10:00-16:00",cafe,,,,,,,,POINT (-73.5969857 45.5214546)
Juliette & Chocolat,"Su-Th 11:00-23:00, Fr,Sa 11:00-24:00",restaurant,,,,,,,,POINT (-73.5727952 45.5138368)
Dépanneur Tina de l'Est,24/7,,,convenience,,,,,,POINT (-73.53447679999999 45.5498506)
Marché Jean Talon,Mo-Su 09:00-05:00,,,market,,,,,,POINT (-73.614571 45.536619)
Dopamine,Mo-Su 20:00-01:00,social_facility,,,,,,,,POINT (-73.5406809 45.5514298)
New Casa de la Pizza,Mo-Su 07:00-02:00,restaurant,,,,,,,,POINT (-73.5405507 45.5516712)
Studio Bizz,Mo-Th 10:00-21:00;Fr 10:00-19:00;Sa-Su 10:00-17:00,,,,,dance,,,,POINT (-73.5819853 45.5252137)
Bibliothèque DIRA,Tu-Fr 17:00-20:00; Sa 14:00-17:00; PH off,library,,,,,,,,POINT (-73.5674635 45.5117249)
Librairie L'Insoumise,Tu-We 12:00-18:00; Th-Fr 12:00-20:00; Sa-Su 13:00-17:00,,,books,,,,,,POINT (-73.567424 45.5117087)
Maison funéraire Bleu Ciel,Mo-Su 09:00-16:00,,,funeral_directors,,,,,,POINT (-73.53996239999999 45.5518795)
Hochecafé,Mo-Fr 06:45-18:45; Sa-Su 07:30-18:45,cafe,,,,,,,,POINT (-73.54005739999999 45.5524478)
Le Bièrologue,"Mo-Fr 11:00-21:00; Sa 10:00-21:00, Su 11:00-21:00",,,alcohol,,,,,,POINT (-73.53992340000001 45.5526937)
Echalotte,"Mo,We-Fr 11:30-13:30,17:00-21:30; Sa-Su 11:30-16:30",restaurant,,,,,,,,POINT (-73.4703543 45.4491798)
Restaurant Miel,Tu-Fr 08:00-18:30; Sa 10:00-18:00; Su 10:00-15:00,restaurant,,,,,,,,POINT (-73.5655543 45.4806284)
Le duc de Lorraine,Mo-Su 06:30-22:30,,,bakery,,,,,,POINT (-73.61838880000001 45.4945727)
Banque de Montréal,Mo-Fr 09:00-17:00; Th 09:00-19:00,bank,,,,,,,,POINT (-73.61937450000001 45.4953492)
Centre bancaire CIBC,"Mo-Fr 09:30-17:00; We,Th 09:30-19:00; Sa 09:30-16:00",bank,,,,,,,,POINT (-73.6244014 45.4974643)
Centre de vision Côte-des-neiges,Mo-Fr 09:30-18:00; Tu 09:30-19:00; Th 09:30-20:00,,,optician,,,,,,POINT (-73.62575750000001 45.4980624)
Charlinen,"Mo-We 10:00-18:00; Th,Fr 10:00-21:00; Sa,Su 10:00-17:00",,,bed,,,,,,POINT (-73.6245218 45.4975189)
Chez Sindibad,Mo-Su 11:00-23:00,restaurant,,,,,,,,POINT (-73.6252566 45.4978445)
Coiffure T'shan,"Mo-Sa 10:00-18:00; Th,Fr 10:00-20:00",,,hairdresser,,,,,,POINT (-73.6252284 45.4978627)
/Gamma,"Mo-Th 08:00-20:00;Fr 08:00-13:00,14:00-23:00;Sa 11:00-23:00;Su 16:00-20:00",atm,,,,,,,,POINT (-73.62625559999999 45.49832)
Kashin sushi,"Mo-Fr 10:00-22:00; Sa,Su 11:00-22:00",restaurant,,,,,,,,POINT (-73.6195689 45.4953821)
Mayfair,"Mo-Sa 09:00-18:00; Th,Fr 09:00-19:00; Su 10:00-16:00",,,florist,,,,,,POINT (-73.61980579999999 45.4954268)
Mini za,"Mo-We 10:00-17:30; Th,Fr 10:00-20:00; Sa 10:00-17:00; Su 11:00-17:00",,,toys,,,,,,POINT (-73.6247092 45.4976414)
Prague,"Mo-Fr 11:30-15:00,17:30-21:00; Sa 17:00-21:00",restaurant,,,,,,,,POINT (-73.626081 45.4982121)
